Step X = 0,025
Step Y = 0,025
35	35	35	34	35	35	35	35	35	34	35	35	35	36	35	35	35	35	35	35	35	34	35	35	35	35	35	35	35	35	35	35	35	35	35	36	35	35	35	35	35
34	34	34	35	35	34	34	35	35	34	35	35	35	35	35	34	35	34	34	35	35	34	35	35	35	35	35	34	34	35	34	35	35	35	35	35	35	35	35	35	35
35	34	35	35	35	34	35	35	35	35	35	34	34	35	35	35	35	35	35	35	35	34	35	35	35	35	35	34	35	35	35	35	35	35	35	35	35	35	35	35	35
35	35	35	35	35	35	35	34	35	35	35	35	35	35	35	35	35	35	35	35	35	35	34	35	35	35	35	34	35	35	35	35	35	35	35	35	35	35	35	35	35
35	35	34	35	35	35	35	35	35	35	35	34	35	35	34	35	35	35	35	34	34	33	33	33	33	33	33	34	33	33	33	33	33	33	34	34	33	34	33	33	33
33	33	33	33	34	33	33	33	33	33	33	33	34	33	33	34	33	33	33	34	34	34	33	34	33	34	33	34	33	33	34	33	34	34	33	33	33	33	34	33	33
34	33	34	33	33	33	33	34	34	34	33	33	33	33	33	34	33	33	33	33	33	34	33	33	34	34	33	33	34	34	33	33	33	33	34	33	33	33	34	35	35
35	35	34	34	34	34	34	34	34	34	35	34	34	34	34	34	33	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	35	35	34	34	34	34	34
34	34	34	34	34	34	35	34	35	34	34	34	35	34	35	34	34	35	35	34	34	34	34	34	34	34	34	34	34	35	34	35	34	35	34	42	38	37	37	37	37
36	37	37	37	37	38	37	42	41	41	38	37	36	37	37	37	37	36	36	36	37	37	38	37	37	37	36	36	37	37	36	36	36	37	36	37	42	37	37	37	37
37	36	40	37	37	37	37	37	37	37	37	37	37	37	37	36	37	38	37	37	37	37	37	37	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	37
37	37	37	36	36	36	36	36	36	37	37	37	36	37	37	37	37	37	37	36	37	37	37	37	37	37	37	36	36	37	37	37	37	37	36	37	37	36	37	36	37
38	36	37	36	36	37	37	37	37	37	36	37	37	37	36	36	37	37	37	37	37	37	37	36	37	36	36	37	36	36	37	36	36	36	36	37	36	36	37	37	36
36	36	36	36	36	37	37	36	37	36	37	36	37	37	36	36	36	36	36	37	36	36	36	36	37	37	36	37	36	36	37	37	37	37	36	36	37	36	36	36	36
37	36	36	36	36	36	36	36	37	37	36	37	37	36	37	37	36	36	36	37	36	36	36	36	36	37	36	36	37	36	36	36	36	37	36	36	37	36	37	37	36
36	36	36	36	37	36	36	37	36	37	36	36	36	36	36	37	36	37	36	36	36	36	36	37	36	37	37	36	36	37	36	36	36	36	36	36	36	36	37	36	36
36	37	36	36	37	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	37	37	36	36	36	37	36	36	36	36	36	37	36	36	36
36	37	36	36	37	36	36	36	37	36	37	36	36	36	36	36	36	36	36	36	36	37	37	36	36	36	36	36	36	37	37	36	37	36	36	36	36	36	36	36	36
36	36	36	36	36	37	36	36	36	36	36	36	36	37	36	36	37	36	36	36	36	37	37	36	37	37	38	36	36	36	36	36	36	36	36	36	37	37	36	36	36
36	36	36	36	36	37	36	36	36	37	36	36	36	37	36	37	36	37	36	37	36	36	37	36	36	36	36	36	36	37	37	36	36	36	36	36	36	34	35	36	35
36	34	35	36	36	35	34	33	33	33	33	34	33	33	33	33	35	39	33	34	35	34	33	34	34	34	33	33	33	33	33	33	33	33	34	34	33	33	33	33	33
33	33	33	33	33	33	33	34	33	33	34	33	33	33	33	33	34	33	33	34	33	33	33	33	33	34	33	33	33	33	33	33	33	34	33	33	33	33	33	33	33
33	33	33	33	33	33	33	34	34	34	34	34	34	34	34	34	34	34	34	35	34	34	34	34	35	34	34	34	35	34	35	34	34	34	34	34	34	34	34	35	34
34	34	34	34	34	34	34	34	34	34	34	34	35	34	34	34	34	34	35	36	36	34	34	34	34	34	34	34	34	34	35	34	34	35	34	34	34	34	34	34	34
34	34	34	34	34	34	34	34	34	34	35	35	34	34	34	34	34	41	74	90	89	63	36	35	35	35	34	34	35	35	35	35	35	35	35	34	35	34	35	35	35
35	35	35	35	34	35	35	35	35	34	35	35	34	35	35	35	35	61	110	138	136	94	42	34	35	35	34	34	34	35	35	34	35	34	35	35	35	35	35	34	35
35	34	35	35	35	35	35	35	35	34	35	35	34	34	35	35	35	66	125	154	150	104	44	35	35	35	35	36	35	35	35	35	35	35	35	35	35	35	34	35	36
35	34	35	34	35	35	35	35	35	35	35	35	34	34	35	35	34	62	114	142	139	94	43	35	35	35	35	35	35	35	35	35	35	34	35	35	35	34	34	35	35
35	34	35	34	35	34	35	35	35	35	35	35	35	35	34	34	35	43	74	93	90	64	36	35	35	35	35	35	35	35	35	35	39	37	37	37	37	37	36	36	37
37	37	37	37	37	37	37	37	36	37	37	36	36	36	36	37	36	36	39	41	41	38	37	37	37	37	37	37	36	36	36	37	37	37	37	36	36	38	37	37	37
36	41	37	37	37	37	37	36	37	37	37	37	36	37	37	37	37	38	37	37	37	37	37	37	37	37	37	36	38	37	41	63	78	78	65	42	37	37	37	37	37
39	37	37	37	37	37	37	40	37	37	37	37	37	37	38	37	37	37	37	37	37	37	37	37	37	36	38	37	37	37	59	106	135	133	106	63	38	37	36	37	37
37	37	37	37	37	37	37	37	37	37	37	36	37	38	37	37	37	37	37	37	37	36	37	37	36	37	37	36	37	37	69	131	158	162	129	74	37	37	37	37	37
37	37	37	38	37	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	38	37	37	37	37	37	37	37	62	112	146	146	118	67	36	37	36	36	36
37	37	37	37	37	37	37	38	37	37	37	37	36	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	45	76	95	97	80	47	38	38	38	36	37
36	36	37	37	37	37	36	36	37	36	37	37	36	36	37	37	36	36	37	36	37	37	36	36	37	37	37	37	37	37	37	42	48	48	43	37	37	36	37	37	37
37	36	36	37	37	37	37	36	37	36	37	37	37	36	37	36	36	36	36	36	37	37	36	37	37	36	36	36	36	36	36	36	37	37	36	36	37	36	36	37	36
37	37	37	37	37	36	36	36	36	36	36	38	37	36	37	37	36	36	36	36	37	36	36	37	36	37	36	36	36	36	36	36	36	36	37	36	37	37	37	36	37
36	37	37	36	37	36	36	36	36	37	36	36	37	37	36	36	37	36	37	37	37	36	36	36	36	37	37	36	37	36	36	36	36	37	37	37	36	37	36	36	36
37	36	37	37	36	37	37	36	36	37	37	36	36	37	36	36	36	36	36	36	36	37	37	37	37	37	37	36	36	36	36	36	37	37	36	36	37	37	37	37	37
37	37	37	36	36	36	36	37	37	36	37	37	37	37	37	36	37	37	36	37	37	37	37	36	37	38	37	37	37	37	38	36	37	37	37	42	41	39	36	37	37
